ITEM_DESCRIPTION,count
Glazed Porcelain Tiles (Size: 200 X 1200Mm)(+5 Box Sample Of Tile-Foc) (Palletised),3
Digital Glazed Vitrified Tiles (Digitalglazed Porcelain Tiles) Size:600X600 Mm.Tax Inv.125 Dt.24.04.2024,3
Ceramic Glazed Tiles Size 300X300 Mm (Asper Invoice),3
"Digital Printed Glazed Porcelain Tiles 600X600 Mm,Supplier Gst No.24Aancs3264L1Zy Inv No.Um/24-25/0000526 Dt:29/04/2024",3
Polished Glaze Porcelain Tiles (5928 Box),3
Ceramic Glazed Coloured Digital Wall Tiles (Other Details As Per Invoice And Packing List ),3
Digital Printed Ceramic Glazed Porcelain Tiles Size : 60 X 120 Cm,3
Porcelain Tiles Size: 600Mmx1200Mm As Per Inv.,3
Porcelain Tiles Size: 800Mmx800Mm (As Per Inv).Tax Inv No. Slg/24-25/173 Dt.10/04/2024.,3
Polished Unglaze Porcelain Tiles (Slim)(8304 Box),3
Polished Unglaze Porcelain Tiles (Slim)(7920 Box),3
Glazed Porcelain Tiles Size:120X60 Cm (Other Dtls As Per Inv & P.List,3
Glaze Porcelain Tiles (2100 Box),3
Vitrified Tiles Others As Per Inv And Pl,3
Glazed Porcelain Tiles (Matt) Size : 400X400Mm = 5 Pcs./Box = 0.80 Sqm,3
Glazed Ceramic Tiles Size 300Mm X 450Mm1 Box = 5 Pcs (Per Box 0.67 Sqmtrs) Asper Invoice,3
Glaze Porcelain Tiles (2832 Box),3
Polished Glaze Porcelain Tiles (952 Box),3
"Ceramic Glazed Wall Tiles, Size:300X600Mm Other Dtls As Per Inv & Pl",3
"Porcelain Tiles Glazed Size:600X1200Mm (Average Water Absortion 3% To 5%) 2Pcs-In One Box, 1.44 Sq.Mtr,Mfg-Max Granito P",3
"Porcelain Tiles Glazed Size: 300Mmx600Mm(Average Water Absortion 3% To 5%) 8Pcsin One Box, 1.44 Sq.Mtr,Mfgmax Granito",3
"Porcelain Tiles Glazed Size: 300Mmx600Mm(Average Water Absortion +/-0.5%) 8Pcs-In One Box, 1.44 Sq.Mtr, Mfg- Color Gran",3
Glazed Vitrified Tiles As Per Inv. Tax Inv-Me/6 Dt.11.04.2024,3
Glazed Vitrified Tiles As Per Inv. Tax Inv-Gstt/40 Dt.11.04.2024,3
Glazed Vitrified Tiles As Per Inv. Tax Inv-Gstt/103 Dt.11.04.2024,3
Glaze Porcelain Tiles (19000 Box),3
Glaze Porcelain Tiles (11000 Box),3
Polished Porcelain Glazed Vitrified Tiles Size:600X600Mm,3
Ceramic Vitrified Tiles Size:600X600Mm,3
Ceramic Floor Tiles (Parking Tiles) Size:400X400Mm,3
Digital Printed Polished Glazed Porcelain Vitrified Tiles Size600X1200Mm(1Box=2Pcs=1.44 Sqm)Total 4495 Boxes Other Deta,3
Digital Printed Polished Glazed Porcelain Vitrified Tiles Size300X600Mm(1Box=8Pcs=1.44 Sqm)Total 4640 Boxes Other Detai,3
Digital Printed Glazed Porcelain Vitrified Tiles Size300X600Mm(1Box=8Pcs=1.44 Sqm)Total 4640 Boxes Other Details As Per,3
Digital Printed Glazed Porcelain Tiles(60X120 Cm)(Other Details Are As Per Invoice),3
Digital Glazed Parking Tiles (Ceramic Parking Tiles) Size-400X400 Mm. Tax Inv-Gstt/149 Dt.23.04.2024,3
Digital Glazed Floor Tiles (Ceramic Floor Tiles) Size-600X1200 Mm. Tax Inv-Msl/2425-338 Dt.23.04.2024,3
Glaze Porcelain Tiles (Sugar Finish) (1092 Box),3
Glaze Porcelain Tiles (High Glossy Finish) (988 Box),3
Ceramic Vitrified Tiles Size:600X900Mm (1Pcsbox=0.54 Sq. Mtr),3
Ceramic Wall Tiles Size:300X600Mm (5Pcsbox=0.90 Sq. Mtr),3
"Glazed Porcelain Tiles Size : 600X1200 Mm,Other Details As Per Inv & Pl.",3
Glazed Ceramic Wall Tiles (Other Detalsas Per Invoice & P.List,3
Glazed Vitrified Tiles 600X600 Other Details As Per Inv & Pl,3
Glazed Vitrified Tiles (Size: 600X600Mm)(Palletised),3
Glazed Vitrified Tiles 60X120Cm,3
Ceramic Glazed Vitrified Tiles - & Sample 6 Boxes (F.O.C.)Other Details As Per Invoice And Packing List,3
Glazed Vitrified Tiles Supplier:Siyaramgranito Pvt Ltd Gst No:24Aaucs5773M1Zf Tax Invoice No.417 Date.22/04/2024,3
Glazed Vitrified Tiles - 600X600 Mm - Other Details As Per Invoice,3
Glazed Vitrified Tiles Mayana White 1Box= 2Pcs = 1.44Sq.Mtr. Total 60 Pallet (32Box Per Pallet) O/D As Per Inv/Pl,3
Porcelain Tiles Of A Water Absorption Coefficient By Weight Not Exceeding 0.50%Size 600X600 O/D As Per Inv & Pl,3
"Ceramic Tiles (Average Water Absortion 12-15%) Size:200X200Mm, 25Pcs-In One Box,1Sq.Mtr , Mfg-Skyart Ceramic Llp Gst-24",3
Digital Glazed Vitrified Tiles (Digitalglazed Porcelain Tiles) Size:800X1600 Mmtax Inv.Sg-144 Dt.10.04.2024,3
Glazed Vitrified Tiles As Per Inv. Tax Inv No.Gstt/92 Dt.11.04.2024,3
Glazed Vitrified Tiles As Per Inv. Tax Inv No.Gstt/81 Dt.11.04.2024,3
Glazed Vitrified Tiles As Per Inv. Tax Inv No.61 Dt. 11.04.2024.,3
Glazed Vitrified Tiles As Per Inv. Tax Inv-242 Dt.11.04.2024,3
Glazed Vitrified Tiles As Per Inv. Tax Inv-00050 Dt.11.04.2024,3
Ceramic Glazed Wall Tiles O/D As Per Inv/Pl,3
Glazed Vitrified Tiles(Ceramic Glazed Wall Tiles Foc Sample:8 Boxes)-Details Asper Invoice,3
Glazed Porcelain Floor Tiles Design Code: Glossy (600X600 Mm) Other Details Asper Invoice & Packing List,3
Glazed Porcelain Floor Tiles Design Code: Carving (600X600 Mm) Other Details Asper Invoice & Packing List,3
Glazed Ceramic Wall Tiles Design Code :Glossy (300X450 Mm) Other Details As Perinvoice & Packing List,3
Ceramic Glazed Vitrified Tiles Matt (Size:60X120 Cm) And Other Details As Per Inv And Pl,3
Digital Glazed Vitrified Tiles (Digitalglazed Porcelain Tiles) Size:600X1200 Mmtax Inv.Sf 93 Dt.11.04.2024,3
Digital Glazed Wall Tiles (Ceramic Walltiles) Size:200X600 Mm Tax Inv.Gstt/22 Dt.11.04.2024,3
Glazed Vitrified Floor Tiles Size:600X1200 ( 1 Box = 2Pcs ) Mfg-Itacon Granitopvt Ltd Gst: 24Aaeci4020M1Zr Inv:Gstt/20,3
Glaze Porcelain Tiles (High Glossy Finish) (2856 Box),3
"Ceramic Glazed Floor Tiles-Coloured,Floor Tiles 396X396 Mm(Othr Dtls As Per Invoice)",3
Ceramic Glazed Wall Tiles (Other Detailsas Per Invoice & Packing List),3
"Ceramic Glazed Floor Tiles (Ordinary) Size 300X300 Mm, Other Details As Per Inv& Pl",3
"Ceramic Glazed Floor Tiles (Digital) Size 300X300 Mm, Other Details As Per Inv& Pl",3
Glazed Vitrified Tiles Other Details Asper Inv. Size:60X120 Cm. Tax Inv No.Gt/75 Dt.29.04.2024,3
Ceramic Glazed Wall Tiles Size: 250X400Mm As Per Inv. Tax Inv-Ds 37 Dt.10.04.2024,3
Polished Glazed Vitrified Tiles (Other Details As Per Invoice). Tax Inv No. Mexp/25 Dt. 10.04.2024,3
Glazed Porcelain Tiles -600 X 600Mm,3
Glazed Porcelain Tiles -600 X 1200Mm,3
Glazed Porcelian Floor Tiles Design Code Wooden/Rustic Matt (600X1200) Mm Other Details As Per Invoice & Packing List,3
Glazed Porcelain Floor Tiles Design Code: Special Colour / High Glossy (600X600Mm) Other Details As Per Inv & Pl,3
Glazed Porcelain Floor Tiles Design Code: Glossy (600X1200 Mm) Other Details Asper Invoice & Packing List,3
"Digital Printed Glazed Porcelain Tiles 600X1200 Mm,Supplier Gstin:24Abgcs3102F1Zv Inv No.Sv/0090 Dt:24/04/2024",3
Polished Glazed Vitrified Tiles (Other Details As Per Invoice) Tax Inv No: Mexp/48 Dt. 24.04.2024,3
Glaze Ceramic Wall Tiles (Glossy Finish)(6570 Box),3
Glazed Vitrified Tiles 600X600 Mm (Otherdetails As Per Inv And Pl),3
Glazed Vitrified Tiles - 600X600 Mm(Other Details Are As Per Invoice),3
"Glazed Porcelain Tiles Details As Per Proforma Invoice No. Pi303/2023-24 And Pi304/2023-24 Fob Mundra, India(Othr Dtls A",3
Ceramic Glazed Vitrified Tiles -And Sample (F.O.C.) 7 Boxes Other Details As Perinvoice And Packing List,3
Porcelain Tiles : 1200 X 1200 Mm,3
Vitrified Tiles (As Per Inv & Pl),3
Glaze Porcelain Tiles (High Glossy Finish) (1904 Box),3
Glazed Polished Porcelain Tiles Of A Water Absorp Coefficient Weight Not Exceeding 0.5% Size 300X600 Od As Per Inv & Pl,3
Digital Glazed Porcelain Tiles Size : 600X1200 Mm (1 Box = 1.44 Sq.Mtr)(Rest Asper Inv),3
Glaze Porcelain Tiles (10400 Box),3
Double Charge Vitrified Tiles Size: 300X600 Mm (As Per Inv). Tax Inv No.323 Dt.30.04.2024,3
Polished Glazed Porcelain Tiles Size : 600X1200 Mm (1 Box = 1.44 Sq.Mtr)(Rest Asper Inv),3
Ceramic Glazed Wall Tiles Size 200X300Mm Other Details As Per Inv & Pl,3
Digital Printed Glazed Porcelain Vitrified Tiles Size300X600Mm(1Box=8Pcs=1.44 Sqm)Total 9152 Boxes Other Details As Per,3
Ceramic Glazed Vitrified Tiles (Size: 300X300 Mm) (Palletised),3
Glazed Vitrified Tiles 600X1200Mm / Mattghr Color Body (Other Details As Per Invoice And Packing List ),3
Glazed Vitrified Tiles (As Per Invoice),2
Glazed Vitrified Tiles (Other Details Asper Invoice & Packing List)626.4626.4Sqm,2
Glazed Stone Ceramic Tiles,2
Vitrified Tiles(1200 X 2400 Mm (Each Box1 Pcs.Pkg. 31.00 Sq.Ft.& 2.88 Sq.Mtr )(Other Details Are As Per Invoice),2
Digital Printed Glazed Porcelain Tiles 1200X2400 Mm Supplier Gstn: 24Aancs3264L1Zy Inv No.U1/23-24/0012467 Dt:31/03/2024,2
Ceramic Floor Tiles,2
As Per Packing List Packing In Pallet Glazed Vitrified Tiles Size 600X1200X20Mm,2
Digital Printed Ceramic Glazed Porcelaintiles(60 X 120 Cm)(Other Details Are Asper Invoice)2390023900Kgs,2
Glazed Vitrified Porcelain Tiles (Otherdetails As Per Invoice & Packing List),2
Full Body Porcelain Tiles Size : 600X1200 Mm (1 Box = 0.72 Sq.Mtr)(Rest As Per Inv),2
Ceramic Glazed Wall Tiles 100X200Mm / Glossy (Other Details As Per Invoice And Packing List ),2
Glazed Vitrified Tiles As Per Inv. Tax Inv No.Me/11 Dt.09.04.2024,2
Glazed Vitrified Floor Tiles Coloured(Pltsd)(We Intnd Toclm Bnft Undr Rodtep),2
Ceramic Glazed Vitrified Tiles (Size: 600X1200X9 Mm),2
"Digital Printed Glazed Porcelain Tiles 600X1200 Mm,Supplier Gstno.24Abgcs3102F1Zv Tax Inv No.Sv/0120 Dt: 29/04/2024",2
Glazed Semi Porcelain Tiles - Other Details As Per Inv & Pl,2
Glazed Porcelain Tiles Water Absorption<0.05% Size 600X600 Mm O/D As Per Inv Pl.,2
Glazed Vitrified Tiles Size:800X1600Mm (1 Box = 2.56 Sqmt) .(Other Details As Per Inv & Pl),2
Ceramic Glazed Wall Tiles Size: 300X600Mm (1Box = 1.44 Sqm)(Rest As Per Inv),2
Glazed Vitrified (Porcelain) Tiles(Otherdetails Are As Per Invoice),2
Ceramic Glazed Floor Tiles (Digital Coloured) (Size : 300X300 Mm)(We Intnd To Clm Bnft Undr Rodtep),2
Glazed Vitrified Tiles 600X1200 Other Details As Per Inv And Pl,2
Ceramic Glazed Polished Porcelain Tilessize : 600 X 1200 Mm (2 Pcs/Box = 1.44 Sqm),2
Unglazed Vitrified Tiles (Other Detailsas Per Invoice),2
Glazed Vitrified Tiles 1600X3200Mm / Matt (Other Details As Per Invoice And Packing List ),2
Porcelain Tiles Size: 600X600 Mm (1Box =1.44 Sqm)(Rest As Per Inv),2
Ceramic Glazed Floor Tiles Coloured 30X30 Cm Other Details As Per Inv & Pl,2
Glazed Ceramic Wall Tiles (Size: 300X600Mm) Brand Delta Other Details As Per Inv And Pl,2
"Sp:Spencera Ceramica Llp,Gst:24Aelfs4398L1Z9,Inv.Scl/2425-345 Dt.27.04.2024",2
"Sp:Pollens Granito Llp,Gst:24Abbfp3229Q1Zy.Inv:Inv.Gstt/294 Dt:-13.04.2024",2
"Sp: Saans Vitrified Llp,Gst:24Actfs4125K1Zq.Inv. Gstt/318, Dt.27.04.2024",2
Digital Glazed Porcelain Floor Tiles Coloured(1200 X 1800)(Other Details Are Asper Invoice),2
"Ceramic Vitrified Tiles,(Other Details As Per Invoice & Packing List)",2
Ceramic Glaze Wall Tiles (All Other Details As Per Invoice And Pl),2
Free Sample Tiles- No Commercial Value Free Of Cost,2
Ceramic Floor Tiles Mm O/D As Per Inv/Pl,2
Digital Glazed Vitrified Tiles As Per Inv. Tax Inv:Gstt/115 Dt.26.04.2024,2
Glazed Porcelain Tiles ( Water Absorption Percentage = Not Exceeding 0.5%) (Palletised),2
Vitrified Mosaic Tiles (Size: 300 X 300Mm) (Palletised),2
Ceramic Glazed Digital Printed Porcelaintiles (Size: 600X1200 Mm),2
"Ceramic Glazed Vitrified Tiles Size:600X1200Mm,1.44 Sq. Mtr Per Box Other Details As Per Packing List",2
Ceramic Glazed Digital Floor Tiles,2
Digital Glazed Vitrified Tiles Size:600X1200 Mfg- Zarko Granito Pvt Ltd Inv.No.Gstt/112 Dt:26.04.2024 Gst:24Aaacz9324P1,2
"Glazed Vitrified Floor Tiles Size:600X1200 ( 1 Box = 2 Pcs ), Mfg-Sunshine Tilescompany Private Limited Gst-24Aancs3264",2
Glazed Vitrified Tiles Size: 600 X 1200Mm ( 1 Box = 1.44 Sqmt ) (Other Detailsas Per Inv & Pl),2
As Per Packinglist In Pallet Ceramic Decorative Wall Tiles,2
Digital Glazed Porcelain Tiles 600X1200Mm And 4 Sample Box With No Commercial Value (Foc),2
Digital Glazed Porcelain Floor Tiles Coloured(798X 1598)(Other Details Are As Per Invoice),2
Digital Glazed Porcelain Floor Tiles Coloured(1198X 1198)(Other Details Are As Per Invoice),2
Glazed Vitrified Tiles ((Size: 600X1200Mm) 2Pcs-In One Box- 1.44 Sq.Mtr ) As Per Inv And Pl,2
Digital Glazed Porcelain Vitrified Tiles600 X1200Mm,2
Polished Vitrified Designer Tiles (Brought Out From D-Cora Cera Llp) (Other Details As Per Invoice),2
Glazed Vitrified Tiles Size:600X1200 (2Pieces/Box) (Other Details As Per Inv &Pl),2
Glazed Vitrified Tiles 600X1200Mm / Matt(Other Details As Per Invoice And Packing List ),2
Glazed Vitrified Floor Tiles Size 800X1600 ( 1 Box = 2 Pcs ) Mfg-Monolith Surfaces Llp Gst: 24Abqfm4088H1Zu Inv:Ms/2425-,2
Glazed Porcelain Tiles - Polished Waterabsorption <0.05% Size 600X1200 Mm O/D As Per Inv Pl.,2
Ceramic Glazed Vitrified Tiles: 790 X 3200 Mm,2
"Ceramic Glazed Floor Tiles Coloured Size: 600 X 1200 Mm (2 Pcs/Box,1.44 Sqm/Box)(Other Details As Per Invoice)",2
"Glazed Vitrified Tiles ( 600 X 1200Mm, /Polished ) As Per Inv And Pl",2
"Glazed Vitrified Tiles ( 600 X 1200Mm, /High Gloss ) As Per Inv And Pl",2
Glazed Vitrified Tiles Other Details Asper Inv. Size:80X160 Cm. Tax Inv No. M-0316 Dt.25.04.2024,2
Glazed Porcelain Tiles Size:80 X160 Cm Pcs Per Box:2 Sqm.Per Box:2.56.(Other Details As Per Inv & Pkg List),2
Glazed Vitrified Tiles As Per Inv. Tax Inv-Me/15 Dt.25.04.2024,2
Digital Glazed Wall Tiles- 300 X 300Mm,2
Glazed Vitrified Tiles : 600 X 1200 Mm,2
800X3200Mm Slab Tiles Matalix Blue,2
Vt 049 Hg Glazed Porcelain Slab,2
Galaxy Black Snp Glazed Porcelain Slab,2
"Ceramic Glazed Vitrified Tiles Size:- 1000Mm X 1000Mm, 2Pc/Box",2
Glazed Vitrified Tiles Size In Mm 600X1200,2
Glazed Vitrified Tiles (As Per Inv). Mfgtax Inv: Sg 141 Dt:10.04.2024,2
Glazed Vitrified Tiles (As Per Inv). Mfgtax Inv: Sg 142 Dt:10.04.2024,2
Polished Porcelain Tiles ( Glzaed Vitrified Tiles )600X1200 Mm(Rest As Per Inv),2
Ceramic Glazed Wall Tiles Other Detailsas Per Invoice,2
Glazed Vitrified Tiles As Per Inv. Tax Inv-Me/56 Dt.26.04.2024,2
Ceramic Tiles / Baldosas Ceramicas (Size: 600 X 600 Mm),2
"Glazed Vitrified Tiles ( 600 X 600Mm, /Polished ) As Per Inv And Pl",2
Digital Glazed Porcelain Tiles,2
Ceramic Digital Glazed Floor Tiles,2
Full Body Tiles O/D As Per Inv/Pl,2
Digital Glazed Floor Tiles And Other Details As Per Invoice And Packing List,2
Polishded Glazed Porcalian Tiles Size: 600X600,2
Digital Glazed Wall Floor Tiles Other Details As Per Inv & Pl,2
Polished Porcelain Tiles (Double Chargevitrified Tiles)(600X600Mm)(Rest As Perinv),2
Digital Printed Ceramic Glazed Porcelain Tiles Sample,2
Glazed Vitrified Tiles Size:600X1200 Mm(Other Dtls As Per Inv & P.List,2
Porcelain Outdoor Tiles 600X600 Mm-20Mm-Dortmund Brown-Other Details As Per Invoice & Pl,2
Porcelain Outdoor Tiles 600 X 600 Mm-20Mm-Lavastone Black-Other Details As Per Invoice & Pl,2
Porcelain Outdoor Tiles 600 X 600 Mm-20Mm-Bremen Grey-Other Details As Per Invoice & Pl,2
Porcelain Outdoor Tiles 600 X 600 Mm-20Mm-Bonn Wood-Other Details As Per Invoice& Pl,2
Glaze Porcelain Tiles (84 Box),2
"Ceramic Glazed Wall Tiles Size:- 300Mm X600Mm, 5Pc/Box",2
Ceramic Glazed Vitrified Tiles (Size: 600X600 Mm) - Other Details As Per Inv & Pl,2
Glazed Vitrified Tiles 60X60Cm,2
Polished Porcelain Vitrified Tiles ( Double Charge Vitrified Tiles )(600X600Mm)(Rest As Per Inv),2
Porcelain Tiles Sample 600X1200Mm[1 Box= 2 Pcs = 1.44 M2 (Sqm/Box)(Rest As Perinv),2
"Ceramic Glazed Vitrified Tiles, Size: 600X1200 Mm",2
Ceramic Glazed Floor Tiles (Otehr Details As Per Invoice).,2
Glazed Porcelain Tiles(Size 600X1200),2
Glazed Porcelain Tile(Other Details As Per Invoice),2
Sp:Veto Ceramic Pvt. Ltd.Gst:24Aaccv3485D1Zg.Inv:55.Dt.23.04.2024,2
Sp:Pollens Granito Llp.Gst:24Abbfp3229Q1Zy.Inv:Gstt/294.Dt:13.04.2024,2
Sample Tiles Size: 600X600 Mm,2
Ceramic Glazed Vitrified Tiles Size:600X1200 Mm (Othr Dtls As Per Inv & P.List,2
Vitrified Tiles O/D As Per Inv Pl,2
Ceramic Glazed Vitrified Tiles Size:600X600Mm (2Pcsbox=0.72 Sq. Mtr) High Thickness,2
Ceramic Glazed Vitrified Tiles Size:600X1200Mm (2Pcsbox=1.44 Sq. Mtr),2
120X120 Cm Glazed Polished Vitrified Tiles As Per Invoice,2
Ceramic Glazed Vitrified Tiles Matt R10(Size:60X120 Cm) And Other Details As Per Inv And Pl,2
Digital Printed Glazed Porcelain Tiles Size 300X600 Mm Other Details As Per Invoice & Packing List,2
Glazed Vitrified Tiles Size: 600X600Mm Alessia Bianco 1 Box = 4 Tiles = 1.44 Sqm,2
Glazed Vitrified Tiles Size: 600X1200Mmimmense Grey 1 Box =2 Tiles = 1.44 Sqm,2
Glazed Vitrified Tiles Size 300X600Mm Versailles Carrara Marble Effect Pol 1 Box= 5 Tiles = 0.90 Sqm,2
"Ceramic Wall Tiles Size:100 X 300 Mm (33Pcs/Box),(Other Details As Per Invoice& Packing List)",2
Ceramic Glazed Floor Tiles Coloured (Ceramic Tile Of A Water Abso. Coef. By Wgtexce. 0.5% Bt Not Excee 10%)(600X1200Mm),2
Digital Printed Glazed Porcelain Tiles Size-600X600 Mm Other Details As Per Invoice & Packing List,2
Stair Tiles 200X1200&300X1200Mm (Other Details As Per Inv & Pl),2
Ceramic Floor Tiles 396X396Mm (Other Details As Per Inv & Pl),2
Ceramic Floor Tiles (Glazed)- 60 X60Cm,2
Ceramic Glazed Vitrified Tiles-Carving (Other Details As Per Inv & Pkg List),2
Glazed Vitrified Tiles (Size: 800 X 800Mm) (Palletised),2
Ceramic Floor Tiles(300 Mm X 300 Mm)(Other Details Are As Per Invoice),2
"Glazed Porcelain Tiles (Average Water Absortion +/-0.5%){ (600X1200 Mm) 2Pcs-Inone Box, 1.44 Sq.Mtr } Mfg-Max Granito P",2
Full Body Series(Step 300 Mm X 1200 Mm &Riser 200 Mm X 1200 Mm)(Other Details Are As Per Invoice),2
Glazed Porcelain Tiles Size : 60 X 60 Cm,2
Porcelain Floor Tiles (Size:600X600 Mm)And Other Details As Per Inv And Pl,2
"Digital Glazed Ceramic Glazed Vitrifiedtiles 600X1200,As Per Invoice",2
Digital Printed Glazed Porcelain Tiles 600X600Mm Supplier Gstn No.24Aancs3264L1Zy Inv No: Um/24-25/0000321 Dt:21/04/2024,2
Digital Glazed Vitrified Tiles (Size: 600X1200 Mm),2
Glazed Vitrified Tiles 600X1200 Mm As Per Inv,2
"Ceramic Glazed Floor Tiles Coloured Size : 600 X 1200 Mm (2 Pcs/Box,1.44 Sqm/Box)(Rest As Per Inv)",2
Polished Porcelain Tiles (Double Chargevitrified Tiles)600X600Mm(Rest As Per Inv),2
"Ceramic Glazed Wall Tiles Coloured Size: 300 X 600 Mm (5 Pcs/Box,0.90 Sqm/Box)(Other Details As Per Invoice)",2
Ceramic Digital Glazed Wall Tiles Otheras Per Inv And Pl,2
"Glazed Vitrified Tiles 600X1200Mm, / Polished (Other Details As Per Invoice Andpacking List )",2
Finishing Glazed Ceramic Wall Tiles Size300X600 Mm. (As Per Inv) Tax Inv No.Gstt/67 Dt.10.04.2024,2
Unglazed Porcelain Tiles Size:600 X 600Other Details As Per Invoice & Packinglist,2
Digital Glazed Vitrified Tiles(Size: 600X 1200 Mm) (Palletised),2
Sp:Soriso Ceramic Pvt.Ltd.Gst:24Aajcs8057K1Zv.Inv.Scpl 110.Dt.20.04.2024,2
Sp:Clayrock Granito Llp.Gst:24Aarfc2763R1Zq.Inv:Clr/2425-278.Dt:20.04.2024,2
Porcelain Glazed Tiles- 600 X 1200Mm,2
"Glazed Vitrified Tiles (600 X1200 Mm, /Pulido ) Rest As Per Inv And Pl",2
Glazed Vitrified Floor Tiles(600 X 1200)(Other Details Are As Per Invoice),2
Ceramic Glazed Floor Tiles Size:600X600Mm (Other Dtls As Per Inv & P.List,2
"Polished Glaze Vitrified Tiles, Size :600X1200Mm Summer Grey",2
"Polished Glaze Vitrified Tiles, Size :600X1200Mm Pulpis White",2
"Polished Glaze Vitrified Tiles, Size :600X1200Mm Classic Carrara",2
Digital Glazed Vitrified Tiles 600X1200Mm Packed In Box Contain 02 Pcs (As Perinvoice),2
Ceramic Glazed Floor Tiles Coloured 600X600 Mm Packed In Box Contain 04 Pcs (Asper Invoice),2
Digital Glazed Porcelain Floor Tiles Coloured(Other Details Are As Per Invoice),2
Glazed Vitrified Tiles Mayana Grey 1Box= 2Pcs = 1.44Sq.Mtr. Total 30 Pallet (32Box Per Pallet) O/D As Per Inv/Pl,2
Glazed Vitrified Tiles Mayana Graphite 1Box = 2Pcs = 1.44Sq.Mtr. Total 30 Pallet(32Box Per Pallet) O/D As Per Inv/Pl,2
Glazed Ceramic Floor Tiles Size: 400X400Mm Brand Delta,2
Glazed Ceramic Floor Tiles (Size: 400X400 Mm) Brand Delta Other Details As Per Inv And Pl,2
Digital Glazed Vitrified Tiles (Size : 600 X 600 Mm) (Palletised),2
Glazed Ceramic Wall Tiles Size: 300X450Mm Brand Delta,2
Ceramic Vitrified Tiles-Details As Per Invoice,2
Glaze Vitrified Tiles(Water Absorption Is Above Exceeding<0.5%((600X600 Mm) 4Pcsin One Box)(O/D As Per Inv. & Pl),2
Ceramic Glazed Wall & Floor Tiles,2
Glazed Vitrified Tiles Supplier Name- Elica Vitrified Pvt Ltd Supplier Gst- 24Aacce4492K1Zh Inv- Gstt/218 Dt- 19/04/2024,2
"Digital Printed Glazed Porcelain Tiles 600X1200 Mm,Supplier Gst No.24Abgcs3102F1Zv Inv No.Sv/1474 Dt: 31/03/2024",2
"Glazed Vitrified Floor Tiles Size 600X600 ( 1 Box = 2 Pcs ) ,Mfg-Sunworld Vitrified Pvt. Ltd. Gst-24Aaocs2511H1Zi Inv-Gs",2
"Vitrified Tiles Size : 600X600 Mm (1 Box= 1.44 Sq.Mtrs.) (6001) As Per Inv,Pl",2
Polished Glazed Vitrified Tiles As Per Inv & Pl,2
Polished Glazed Vitrified Tiles(600 Mm X600 Mm)(Other Details Are As Per Invoice),2
Digital Glazed Vitrified Tiles Size Mm 600 X 1200 (As Per Inv),2
Ceramic Vitrified Tiles Tile Size : 80 X300 Cm As Per Invoice,2
Polished Glaze Porcelain Tiles (238 Box),2
Porcelain Glaze Vitrified Tiles 600X600Mm As Per Invoice,2
Porcelain Sample Book ( Water Absorptionpercentage = Not Exceeding 0.5%) (Palletised),2
Ceramic Glazed Floor Tiles (Digital Coloured) (Size : 300X300 Mm) (Palletised) (We Intend To Claim Benefit Under Rodtep),2
(Samples 12 Boxes) Porcelain Glazed Tiles Size:600X1200 Mm. As Per Inv.,2
Glazed Vitrified Floor Tiles Coloured(Sample Tiles Only 16 Box)(Other Details Are As Per Invoice),2
Glazed Porcelain Tiles-Nano (Other Details As Per Inv & Pl),2
Glazed Porcelain Tiles - Polished Waterabsorption <0.05% Size 600X600 Mm O/D Asper Inv & Pl,2
Ceramic Glazed Vitrified Tiles Colouredsize : 600X600 Mm (O/D As Per Inv. & Pl),2
Glazed Vitrified Tiles - Other Details As Per Inv & Pl,2
"Ceramic Glazed Vitrified Tiles Size:- 600Mm X 600Mm, 4Pc/Box",2
Glazed Vitrified Tiles 600X1200. Mfg-Alfa Vitrified Pvt Ltd-24Aajca1071F1Z4-Taxinv No. Avpl/24-25/106 Dt.17.04.2024,2
Ceramic Glazed Porcelain Tiles Size : 600 X 600 Mm (4 Pcs/Box = 1.44 Sqm),2
Digital Glazed Vitrified Tiles (Size : 600X600 Mm) (Palletised),2
Ceramic Porcelain Tiles Others As Per Inv And Pl,2
Digital Printed Polished Glazed Porcelain Tiles 600X1200Mm[1 Box = 2 Pcs = 1.44 M2 (Sqm/Box)(Rest As Per Inv),2
Digital Printed Polished Glazed Porcelain Tiles 1200X2400Mm [1 Box = 1 Pcs = 2.88 M2 (Sqm/Box)(Rest As Per Inv),2
